GEOID,med_age_E,pop_dens,covid_rate,type,majority_vote
32015,37.4,1.0389099059949265,0.06766655040111615,Non-core,Republican
32019,43.7,29.59923156754615,0.036515573562927325,Micropolitan,Republican
32021,52.9,1.2134804657598972,0.04391743522178305,Non-core,Republican
32027,42.1,1.1016156232024374,0.12511278195488723,Non-core,Republican
32029,50.9,15.547183603211755,0.01608187134502924,Medium metro,Republican
32033,39.8,1.021755639567446,0.04174008810572687,Non-core,Republican
33001,47.4,158.5316269766018,0.031096460246448472,Micropolitan,Republican
33003,52.3,53.770842061850274,0.018380665376095156,Non-core,Democrat
33007,48.2,17.423639829168934,0.022195215555839837,Micropolitan,Republican
33009,43.2,53.329030266489504,0.012917316007814043,Micropolitan,Democrat
33013,42.8,164.8740297056156,0.03190991365858733,Micropolitan,Democrat
33015,44.5,451.80059157288673,0.03542600325931962,Large fringe metro,Democrat
33017,36.9,356.18878551609725,0.027657022362459795,Large fringe metro,Democrat
22001,36.7,87.87957400223333,0.08826594414339307,Medium metro,Republican
22003,38.2,29.863014106742412,0.10804395604395604,Non-core,Republican
22007,40.9,62.131011512467325,0.0655449403488759,Non-core,Republican
22009,38.2,47.70593832042539,0.06789610258735797,Non-core,Republican
22013,41.9,16.000627140342946,0.09259687235189892,Non-core,Republican
22015,35.3,153.21166596699138,0.06974197256613798,Medium metro,Republican
22019,36.1,203.7159583840545,0.06427105196392739,Small metro,Republican
22021,39.8,18.215652323186912,0.09559357179885951,Non-core,Republican
22025,38.1,12.578606780339019,0.09577812710532226,Non-core,Republican
22027,42,18.771241972105628,0.07565278757939309,Non-core,Republican
22031,39.3,30.59243336880076,0.0657914366701477,Medium metro,Republican
22033,34,1003.0495414951841,0.05632020596303261,Medium metro,Democrat
22037,42.9,43.094153038202954,0.12579968268591024,Medium metro,Republican
22039,35.7,48.83898304895056,0.081112828438949,Non-core,Republican
22043,38.1,34.47605335987285,0.06770715864495466,Small metro,Republican
22045,36.5,121.80772846670732,0.06921305895980208,Medium metro,Republican
22049,40.9,26.407914560975584,0.09260860887499169,Non-core,Republican
22051,39.4,1490.6550975945786,0.0714595229830687,Large fringe metro,Republican
29159,37.8,62.99978008013489,0.09550953932061423,Micropolitan,Republican
29161,35.3,66.4467078754625,0.056879788520991084,Micropolitan,Republican
29163,38.9,26.232073491601625,0.07340649343264911,Non-core,Republican
29165,38.2,254.220042584337,0.02321070484829176,Large fringe metro,Republican
29167,37.6,49.595097013181835,0.05869475554427488,Medium metro,Republican
29169,27.6,98.61786096506427,0.047799091835789086,Micropolitan,Republican
29171,45.8,9.048617369749007,0.04293954283272805,Non-core,Republican
29173,45,22.041915133521695,0.06489618541767263,Micropolitan,Republican
29175,39.4,51.20239179201378,0.06570642498786211,Micropolitan,Republican
29177,42.2,40.71312118611065,0.04978841005268158,Large fringe metro,Republican
29179,46.5,7.540101111891311,0.037073490813648295,Non-core,Republican
29181,42.3,16.96341516016716,0.06367637419234011,Non-core,Republican
29183,38.6,723.0214563365715,0.06797824617161244,Large fringe metro,Republican
29185,50.3,13.754457267184456,0.05062473071951745,Non-core,Republican
29186,43.3,37.02070845095753,0.0779804101953569,Non-core,Republican
29187,39.4,148.0945724673153,0.09927975852484983,Micropolitan,Republican
29189,40.3,1978.805783338067,0.07011278476285324,Large fringe metro,Democrat
29195,37.9,30.884481541779927,0.08794411348733554,Micropolitan,Republican
72027,42.2,708.1664488104755,0.021719925670941602,NA,NA
72017,40.6,1211.876632090158,0.01977313854437922,NA,NA
72021,42.1,4177.3884255976,0.03148709142650402,NA,NA
72023,44.1,670.1791519341183,0.008376097374782645,NA,NA
72029,40.2,1288.091037700538,0.024186881451212887,NA,NA
72033,40.3,4748.578102052601,0.030533362124811055,NA,NA
72035,42.8,802.0094045713744,0.017550177662537213,NA,NA
72037,42.9,389.41960353301835,0.017245953833908197,NA,NA
72041,40.9,1109.623888794022,0.018739054290718038,NA,NA
72043,41.7,444.3883941541796,0.013586015922464521,NA,NA
72047,39.6,812.1511978636377,0.02620693644962541,NA,NA
72049,43.1,154.11756170584985,0.012834821428571428,NA,NA
72053,41.8,1074.2702170488444,0.01908230606400199,NA,NA
72054,39.9,768.7481246174459,0.02813889839206295,NA,NA
72057,39.1,563.3928258337459,0.011279838313213525,NA,NA
72059,41.3,420.7178166960227,0.00899685110211426,NA,NA
72061,44.2,3254.675865600323,0.028881710848741367,NA,NA
72065,42.1,921.2355401185766,0.017382944447331496,NA,NA
72067,47.2,1379.7454996327533,0.015139900344959755,NA,NA
72071,42.2,776.386215094128,0.017069138159886362,NA,NA
72073,38.6,331.864522934403,0.009878882197712971,NA,NA
72077,38.6,1397.2751876677016,0.030395547390035665,NA,NA
51770,38.5,2352.025588114994,0.05309415964243933,Medium metro,Democrat
51775,41.2,1745.774137982608,0.04679239327704569,Medium metro,Republican
51790,42.8,1292.6392177423425,0.06353398058252427,Small metro,Democrat
51800,38,236.3101177610676,0.043032526186336455,Large fringe metro,Democrat
51810,36.2,1877.5137594529367,0.03723420462707032,Large central metro,Democrat
51820,39.2,1482.71892276495,0.05555054964858533,Small metro,Republican
51830,24.9,1725.330673471873,0.023338735818476498,Large fringe metro,Democrat
51840,38.1,3058.883258683143,0.05992176386913229,Small metro,Democrat
53001,27.9,10.708112632288893,0.07893077184301169,Micropolitan,Republican
53003,45,35.0351507894272,0.04303343055867175,Small metro,Republican
53005,35.8,121.68307351229767,0.05651776693913657,Medium metro,Republican
53007,40.1,27.06921074422742,0.06134759845208286,Small metro,Republican
53009,50.8,44.37553744131512,0.009280020737476509,Micropolitan,Democrat
53011,38.4,800.8337097755788,0.026512434657696732,Large fringe metro,Democrat
53013,50.2,4.549929015615315,0.02125506072874494,Small metro,Republican
53015,41.3,97.03172012432573,0.021809807640205906,Small metro,Republican
53017,37.1,23.601863642986366,0.060482556243886536,Small metro,Republican
53019,50.3,3.2579315931312904,0.024519364725550292,Non-core,Republican
53021,30.3,77.92310192376011,0.09066760379952248,Medium metro,Republican
53023,46.1,3.2159349635233228,0.0415573053368329,Non-core,Republican
53025,32.9,36.993090165729434,0.060339174560899086,Micropolitan,Republican
53027,44,39.777794903771536,0.02935110264953197,Micropolitan,Republican
53031,58.3,18.28272949695224,0.00667131637201686,Non-core,Democrat
53033,37,1072.9889584321604,0.027572229504224173,Large central metro,Democrat
53037,33.8,19.299537301110917,0.03807203915465638,Micropolitan,Republican
53039,46.9,12.147124451016479,0.020936881460303498,Non-core,Republican
53043,48.4,4.70700668983141,0.022986392055902905,Non-core,Republican
53045,45.6,68.49625505174268,0.022700301250646624,Micropolitan,Republican
53049,53.6,25.026526748907752,0.023197089664027393,Non-core,Democrat
53051,51,9.570374607503735,0.033803447503917616,Medium metro,Republican
53053,36.1,552.2200480376282,0.028078555687036575,Large fringe metro,Democrat
53057,41.5,74.85921843625168,0.02547037977810891,Small metro,Democrat
53059,46.6,7.258114150981825,0.015785975407111998,Large fringe metro,Republican
53063,37.6,305.76614275722835,0.04743028039878444,Medium metro,Republican
53065,46.9,18.747513376508138,0.025449456346215954,Medium metro,Republican
37173,41.9,26.75049916476239,0.050293971807041156,Non-core,Republican
37111,43.9,101.32407871321894,0.0723899681457221,Micropolitan,Republican
37117,46.3,48.268615960471045,0.06454541328128546,Non-core,Republican
37167,42.2,158.1845705743522,0.07135543325227185,Micropolitan,Republican
37179,38.2,376.5737965631079,0.054724321874199955,Large fringe metro,Republican
37185,48,43.414980838782135,0.059596609805814826,Non-core,Democrat
37191,37.8,211.82342239934326,0.06465359276588854,Small metro,Republican
37197,44.4,111.10576478285697,0.06685655935938088,Medium metro,Republican
34003,41.9,4105.637582695867,0.05541093109783914,Large fringe metro,Democrat
34009,49.6,378.80441613037056,0.04997743090181917,Small metro,Republican
34015,40.5,938.8688634623983,0.05419558443105057,Large fringe metro,Democrat
34021,38.8,1725.8040064637785,0.05181494294418341,Medium metro,Democrat
34027,42.8,1104.8377650844309,0.047221104096920194,Large fringe metro,Democrat
34033,42.1,195.37364407533434,0.049076915958480495,Large fringe metro,Republican
34039,38.7,5598.575905360429,0.07345679548792464,Large central metro,Democrat
18003,35.9,586.3352116642292,0.07403025349627669,Medium metro,Republican
18009,44,73.36977148609432,0.07430647291941876,Non-core,Republican
18015,42.9,54.553077740904854,0.06727075741160249,Small metro,Republican
18021,41.5,74.00955627046032,0.07205471170558453,Small metro,Republican
18027,34.4,77.72083453827452,0.06962044276684341,Micropolitan,Republican
18033,39.1,119.24233729441885,0.07010285450132901,Micropolitan,Republican
18037,40.3,102.13094253256094,0.10910465889039118,Micropolitan,Republican
18085,38.5,150.98722572732956,0.08635343968095713,Micropolitan,Republican
18091,40.3,187.90340094618216,0.06881521478068264,Small metro,Republican
18097,34.3,2464.142394113971,0.0739539276895384,Large central metro,Democrat
18103,40.1,96.19565755103837,0.07735943495912352,Micropolitan,Republican
18109,41.5,177.7436488484704,0.061521315129562555,Large fringe metro,Republican
18115,47.4,68.94970836115029,0.06784511784511785,Large fringe metro,Republican
18121,43.2,36.328389366147604,0.07328546669967814,Non-core,Republican
18127,39.5,414.3064842864552,0.07551886383973674,Large fringe metro,Republican
18131,41.6,28.855717206911127,0.06880294070640883,Non-core,Republican
18137,40.7,64.94956316237526,0.08780824280048284,Non-core,Republican
18143,41.5,128.06649613426544,0.0797244094488189,Large fringe metro,Republican
18149,41.5,75.59902393293768,0.06734842325959522,Non-core,Republican
18155,40.5,44.1252425278906,0.05268563212488446,Non-core,Republican
18161,43.5,43.96669881435269,0.07365598984055313,Large fringe metro,Republican
18167,36.2,263.0476871509972,0.08963477245108475,Small metro,Republican
18173,41.2,166.04888125990846,0.08450968731415694,Medium metro,Republican
18179,40.3,76.5579615863439,0.06983676366217176,Medium metro,Republican
25001,53.3,580.8872259800828,0.02452881273035337,Small metro,Democrat
25007,47.1,199.60211180856737,NA,Micropolitan,Democrat
25013,39,754.9832704276565,0.05771695379165996,Medium metro,Democrat
25019,40.3,308.784044002245,NA,Non-core,Democrat
39037,41.9,86.74297031791214,0.08051116979240955,Micropolitan,Republican
39043,44.8,300.82821625340574,0.06573483906799608,Micropolitan,Republican
39049,34.1,2486.4379062899557,0.06462649011525094,Large central metro,Democrat
39055,44.8,238.31349262061138,0.043114563351048775,Large fringe metro,Republican
39059,42.2,73.60022774174092,0.05341068734065248,Micropolitan,Republican
39065,35.9,65.2676246661481,0.0586069846234037,Non-core,Republican
39071,40.8,78.31908001791354,0.04940323660456634,Non-core,Republican
39077,39.8,119.15698509833166,0.05880645436694271,Micropolitan,Republican
39083,39.4,119.35367184885422,0.04518422856778431,Micropolitan,Republican
39089,39.7,261.58992796800584,0.06003842728225007,Large fringe metro,Republican
39093,41.8,637.1450080572912,0.048666939328485065,Large fringe metro,Republican
39099,43.5,555.5662098988578,0.06581836632927117,Medium metro,Republican
39105,43.6,51.638969145230696,0.03908149482215218,Non-core,Republican
39111,46.5,29.370897045891304,0.056481135599551736,Non-core,Republican
39117,42.2,86.05543829192641,0.05356223175965665,Large fringe metro,Republican
39123,49.3,158.46811476661773,0.059681894757704884,Micropolitan,Republican
01023,46.3,13.864752339581473,0.038847216739044614,Non-core,Republican
01017,42,58.2874283165334,0.06861842862072932,Micropolitan,Republican
01019,46.5,45.11268213739903,0.057466661327139484,Non-core,Republican
01021,38.7,64.96919153093108,0.06706802328164571,Large fringe metro,Republican
01025,42.5,18.642296297198556,0.10560055442456794,Non-core,Republican
01027,43.3,23.57105801798919,0.08134307389716212,Non-core,Republican
01029,43.1,26.880702034813183,0.0694739638682253,Non-core,Republican
01031,39.3,78.74240755211065,0.06879266810062658,Micropolitan,Republican
01033,42.4,96.54574354370716,0.08265329302601919,Small metro,Republican
01035,44.8,13.640320148481031,0.07458825558334052,Non-core,Republican
01037,48.4,15.95764361781324,0.05035140078944835,Micropolitan,Republican
01041,41.7,21.669832568869424,0.07298772169167804,Non-core,Republican
01043,40.8,119.5876959120218,0.08242095918785423,Micropolitan,Republican
01047,39.6,39.297547114211106,0.07350111798658417,Micropolitan,Democrat
01049,39.5,92.14787891836446,0.097810300525081,Non-core,Republican
01053,40,38.887139063467956,0.07380907038115189,Non-core,Republican
01057,43.7,26.00195021738319,0.08921021996201213,Non-core,Republican
01059,38.6,50.65793076834235,0.10329150188397222,Non-core,Republican
01063,40.9,11.947023768858717,0.08822768434670117,Non-core,Democrat
01065,40.5,22.958550907973017,0.1009130875887724,Small metro,Democrat
01069,40.1,184.87700839498126,0.06953228484543199,Small metro,Republican
01071,43.1,48.775161686636345,0.09922212290077788,Micropolitan,Republican
01075,44.8,23.100084745890328,0.07651016318350988,Non-core,Republican
01079,42.4,47.8843918503853,0.06355637529102288,Small metro,Republican
01081,31.9,286.7987815888805,0.06030727555512193,Small metro,Republican
01085,42,14.402625158987787,0.09271651634177093,Medium metro,Democrat
01087,38.6,32.08134216163123,0.05176121236944501,Non-core,Democrat
01091,42.2,19.780065751956183,0.09424002484086322,Non-core,Democrat
01093,44.3,39.52490101874326,0.07273099076377765,Non-core,Republican
01097,37.9,337.4048209383148,0.06371848248229908,Medium metro,Republican
01101,36.4,291.5353757315435,0.07133747390305477,Medium metro,Democrat
01103,40.6,212.94172314989004,0.08841283087967201,Small metro,Republican
01107,42.2,21.697509796651634,0.09219264759713434,Small metro,Republican
01109,31.2,49.11558287400426,0.0616801478384683,Micropolitan,Republican
01113,36.3,92.304678558366,0.048020546440700876,Medium metro,Democrat
01115,40.3,144.24598935684656,0.07364192178084146,Large fringe metro,Republican
01119,35.6,13.658600554287496,0.0699068448764682,Non-core,Democrat
01123,44.7,57.65491299510343,0.057974873520369875,Non-core,Republican
01125,33,171.88506903701094,0.08345372540037703,Small metro,Republican
01129,43.7,14.24543287021239,0.07869768650896802,Non-core,Republican
01131,40.5,11.930890106526011,0.08433962264150943,Non-core,Democrat
06001,37.6,2281.755654187472,0.03310006877272487,Large central metro,Democrat
06005,50.5,68.07253185230202,0.06334931066857735,Non-core,Republican
06007,37.1,129.3207255798499,0.04161468964995842,Small metro,Democrat
06011,35.3,18.978669575106792,0.06579971610421723,Non-core,Republican
06013,39.7,1625.9361253268878,0.03662579218081406,Large fringe metro,Democrat
06017,45.9,111.94514036752727,0.033172058477391006,Large fringe metro,Republican
06019,32.2,169.28319634232045,0.07351777715648776,Medium metro,Democrat
06023,38.4,38.2449125049979,0.01334427647054513,Micropolitan,Democrat
06025,32.4,43.03684603190463,0.13689886590021258,Small metro,Democrat
06029,31.6,111.80549670746731,0.07738153502669827,Medium metro,Republican
06033,45.6,54.24782321590081,0.028241127884629492,Micropolitan,Democrat
06035,36.6,7.207369619835042,0.1433241674304919,Micropolitan,Republican
06039,34.1,73.12133027719571,0.07394963361172442,Small metro,Republican
06041,46.8,504.0307091439906,0.03819366348862653,Large fringe metro,Democrat
06043,51.7,11.823961521582513,0.015469032747650458,Non-core,Republican
06045,43.1,26.124254444591553,0.02681193436752874,Micropolitan,Democrat
06047,31.1,145.2405773288659,0.07043335395907568,Medium metro,Democrat
06049,47.8,2.2036854882456294,0.03701149425287356,Non-core,Republican
29205,42.3,12.184959292071564,0.049320006554153695,Non-core,Republican
29197,40.1,13.120513670830183,0.05084325396825397,Micropolitan,Republican
29199,37.3,10.80394640911085,0.048982188295165395,Non-core,Republican
29201,40,90.61851163404509,0.08823143014792821,Micropolitan,Republican
29207,41.4,34.829174778889694,0.07080078125,Non-core,Republican
29211,42.1,9.257976676810348,0.11051841973662277,Non-core,Republican
29215,43.2,20.799895056891454,0.055948054069506266,Non-core,Republican
29217,40.8,23.84705393513102,0.05703557111686203,Non-core,Republican
29221,40.8,30.944929027956995,0.0770179467551246,Non-core,Republican
29223,47.5,14.454965518744794,0.06169127027519592,Non-core,Republican
29227,48.1,7.399805473527753,0.06183476938672073,Non-core,Republican
29229,41.7,26.677436949230874,0.06069936221684627,Non-core,Republican
12001,31.6,318.0533324328885,0.05828317795940647,Medium metro,Democrat
12003,37.7,48.28699106223018,0.08942283874163984,Large fringe metro,Republican
12007,39.7,96.28064232921544,0.07857824258912482,Non-core,Republican
12009,47.3,597.6574097587345,0.03551034269022044,Medium metro,Republican
12013,41.6,24.05627362945908,0.09320046893317702,Non-core,Republican
12015,59.1,274.32848298613084,0.040926533473911814,Small metro,Republican
12019,39.7,360.9650678781718,0.053329973195262205,Large fringe metro,Republican
12021,50.8,188.16407710998016,0.06097372735208329,Medium metro,Republican
12027,40.9,53.363229788806876,0.08638450671061926,Micropolitan,Republican
12029,46.5,23.767979209842874,0.06873918491556776,Non-core,Republican
12033,37.2,489.9818992225197,0.071493142386729,Medium metro,Republican
12035,51.3,237.8216749144315,0.03357659172459221,Medium metro,Republican
12039,40.8,84.88329796114306,0.09350613790900379,Medium metro,Democrat
12041,42.1,51.08453450693297,0.058105687416032246,Medium metro,Republican
12045,44.9,25.643283692173622,0.0951944757609921,Small metro,Republican
12049,35.4,39.72395684072949,0.08473170924310025,Micropolitan,Republican
12051,34,34.265704523818414,0.08483303465508973,Micropolitan,Republican
12055,53.5,99.47979388855072,0.050111127574455475,Small metro,Republican
12057,37.2,1428.444235577711,0.05444175146359475,Large central metro,Democrat
12061,53.5,317.8066354604667,0.04504092923123138,Small metro,Republican
12063,41.7,51.53584372338161,0.10023457807645977,Non-core,Republican
12067,37.3,15.139560745458152,0.17432530999270604,Non-core,Republican
12069,46.9,403.84215793421754,0.04194751481940639,Large fringe metro,Republican
12073,31,438.1501790073225,0.0685186072457717,Medium metro,Democrat
12075,46.9,38.37787161822001,0.0447396015379238,Non-core,Republican
12079,43.5,25.79649006568112,0.08754452359750668,Non-core,Republican
12081,48.3,537.5113872051328,0.05682119536664081,Medium metro,Republican
12085,52.2,291.3299498267311,0.05058353478801497,Medium metro,Republican
12086,39.9,1422.1015944924345,0.11258816915004144,Large central metro,Democrat
12089,45.3,139.285837365112,0.05491854081813352,Large fringe metro,Republican
12091,36.9,227.54491731691022,0.06201220779711624,Small metro,Republican
12095,35.1,1585.5002435432282,0.05490702898368287,Large central metro,Democrat
20143,43,7.957205594298451,0.07340889276373147,Micropolitan,Republican
20145,43,8.290214124097064,0.16184231568846955,Non-core,Republican
20147,44.3,5.62271411140483,0.11744629592451315,Non-core,Republican
20149,35.4,30.149622328535308,0.045407921729525014,Small metro,Republican
20151,38.5,12.457851026520022,0.07491536529431037,Non-core,Republican
20153,48.8,2.394764143014139,0.09996095275283093,Non-core,Republican
20155,40.3,49.3090265229742,0.11375165595011147,Micropolitan,Republican
20157,50.7,6.515400674564929,0.12366281557552418,Non-core,Republican
20159,38.9,12.980673758150518,0.08698419433541954,Non-core,Republican
20161,25.1,118.02355342290087,0.06833057713420142,Small metro,Democrat
20163,44.7,5.523695868396079,0.1083553567798333,Non-core,Republican
20165,46.6,4.118351222446874,0.11603518267929634,Non-core,Republican
20167,49.1,7.549703248566394,0.10865341503512181,Non-core,Republican
20169,38.6,75.39549612550776,0.08382593963501096,Micropolitan,Republican
20171,39.7,7.178242838483762,0.0999805862939235,Non-core,Republican
20173,35.4,525.4380907400844,0.07752222120406854,Medium metro,Republican
53077,33,59.78048833984539,0.07729581502601976,Small metro,Republican
53069,55.1,16.81872476548612,0.010854816824966078,Non-core,Republican
53071,37.5,49.277480757236965,0.05621245046657292,Small metro,Republican
53075,24.7,22.217320301857445,0.05801179830321222,Micropolitan,Democrat
54003,38.8,380.123192339692,0.053089878436383894,Medium metro,Republican
54005,43.5,43.48458040086614,0.050300334724196434,Small metro,Republican
54009,46.6,252.91578445855896,0.06458619619663993,Small metro,Republican
54011,38.8,335.74173610706583,0.057488076311605726,Medium metro,Republican
54015,44.1,23.54515367678853,0.032666749472115265,Small metro,Republican
54017,45.3,24.42115026883233,0.03406762295081967,Micropolitan,Republican
54021,39.2,21.884619802180183,0.05642548596112311,Non-core,Republican
54023,46.2,22.992540674119404,0.07142857142857142,Non-core,Republican
54027,47.2,36.06016226757736,0.0444290477633915,Small metro,Republican
54029,46.8,352.20005788006017,0.06781233888984362,Small metro,Republican
54031,45.7,24.555390654415863,0.056577383033778586,Non-core,Republican
54035,43.7,59.84805209824153,0.043359360944190566,Non-core,Republican
54037,41.1,275.69145994567526,0.042685568707648044,Large fringe metro,Republican
54041,43.8,44.021003278343926,0.033288322667762577,Non-core,Republican
54043,43.2,46.821756145309664,0.03909495186434052,Medium metro,Republican
54047,45,35.824785325154096,0.05274449270053896,Non-core,Republican
54049,41.1,182.03865327595992,0.03528155858019749,Micropolitan,Republican
54053,44.2,59.08757907424975,0.042077554708678744,Micropolitan,Republican
54055,43.1,142.40917020188107,0.05033185840707965,Micropolitan,Republican
54059,42.8,55.69792492751346,0.06364562118126273,Non-core,Republican
54061,31.7,293.87574547818286,0.05191737067906484,Small metro,Democrat
46017,25.8,4.132326264825919,0.21098562628336756,Non-core,Democrat
46019,40.1,4.552409316713291,0.0868886068534609,Non-core,Republican
46021,50.9,1.8768482446096317,0.08351488743645606,Non-core,Republican
46023,35.8,8.540411343137878,0.11970553718126534,Non-core,Republican
46025,41.4,4.006877254519129,0.08261662757362523,Non-core,Republican
46027,24.9,36.32496911946032,0.10917351506647958,Micropolitan,Democrat
46029,39.1,41.19490513707288,0.12257722859664608,Micropolitan,Republican
46031,28.7,1.5799527307342576,0.11609431060994362,Non-core,Republican
46033,54.8,5.3425075863607825,0.08163019956720366,Small metro,Republican
46035,38.6,45.80917443047659,0.13660052114652235,Micropolitan,Republican
46037,47.7,5.298034985019417,0.09910075243163884,Non-core,Republican
46039,42.8,6.896954241938787,0.09615832363213038,Non-core,Republican
46041,26.9,2.275364467431168,0.24813895781637718,Non-core,Democrat
46043,46.7,6.565528470236995,0.13509700176366843,Non-core,Republican
46045,42.4,3.540025408208775,0.09433015554440542,Micropolitan,Republican
46047,53.6,4.007726685771918,0.0652516850709881,Non-core,Republican
46049,47,2.1646309175644447,0.14729411764705883,Non-core,Republican
46051,42.9,11.088184720372057,0.10931709899417681,Non-core,Republican
46053,45.4,3.9351706860854705,0.12118177265898848,Non-core,Republican
46055,44.1,1.0339450546764974,0.12446581196581197,Non-core,Republican
46057,35,12.158786610501236,0.09863724853990916,Non-core,Republican
46061,36.7,7.9638886873907735,0.0901473562554175,Micropolitan,Republican
46063,42.3,0.49072277600624126,0.06788710907704043,Non-core,Republican
46067,43,9.135152340240916,0.09438535074727346,Non-core,Republican
46069,53.3,1.4663687464291395,0.1045958795562599,Non-core,Republican
46073,51.6,3.1607999515949947,0.15694527961515334,Non-core,Republican
46075,53.5,0.945680687731182,0.07306434023991276,Non-core,Republican
46079,43.2,19.646775227591373,0.09286553937969075,Non-core,Republican
46081,42.1,32.20787245196338,0.10000776156473146,Micropolitan,Republican
46085,35.5,2.264109821048964,0.14093598708983324,Non-core,Republican
46087,39.3,9.89541559944506,0.12020415346708906,Small metro,Republican
46089,50.2,2.1211578248921588,0.07548734964744919,Non-core,Republican
39145,39.9,121.27885519027751,0.05873689330883148,Micropolitan,Republican
39127,40.2,86.79836380940154,0.053264798915499324,Large fringe metro,Republican
39133,38,331.94447827147667,0.046269570000803506,Medium metro,Republican
39139,41.1,252.2956128527008,0.06136742011910098,Small metro,Republican
39151,42.1,651.5623000428645,0.05570450283177672,Medium metro,Republican
39155,44.3,326.77768580184977,0.05443194027042683,Medium metro,Republican
39161,41.2,70.7094411943236,0.059555494106667585,Micropolitan,Republican
39167,44.3,94.57825292938197,0.05129577888942798,Micropolitan,Republican
40033,43.5,8.736497874039596,0.07761896146191424,Small metro,Republican
40039,31.4,28.836574089118148,0.10623224494090415,Micropolitan,Republican
40045,44.1,3.0443121986062107,0.08268871699119765,Non-core,Republican
40051,39.2,49.78917466729823,0.0737293548681449,Large fringe metro,Republican
40057,40.6,4.630921748647851,0.08078778135048231,Non-core,Republican
40063,39.4,16.61559728148321,0.06299094785666193,Non-core,Republican
40069,40.1,15.973905245102632,0.0837227414330218,Non-core,Republican
40075,42.9,8.382607273194878,0.06734046303913503,Non-core,Republican
40081,41.2,35.131251359566626,0.06396078665789946,Large fringe metro,Republican
40087,38.5,72.99940444064681,0.08782583649368729,Large fringe metro,Republican
40093,41.1,8.148691452150407,0.0926497044461578,Non-core,Republican
40097,40.6,59.577905006574355,0.06666495927879937,Non-core,Republican
40103,41.2,14.925156981679763,0.09172464298791651,Non-core,Republican
40109,34.6,1123.3458952528017,0.07359988546914951,Large central metro,Democrat
40115,38,64.32439224730577,0.09176159815089978,Micropolitan,Republican
40121,40.3,33.52917050031006,0.0705229250908094,Micropolitan,Republican
40127,44.5,7.747555527401938,0.05928597854236034,Non-core,Republican
40133,38.8,37.22314374473202,0.07917303447104772,Non-core,Republican
40139,33,10.475814285626901,0.13879536101758325,Micropolitan,Republican
40145,38.8,144.17600528494236,0.05880391696817772,Medium metro,Republican
40151,33.4,6.703650578341934,0.11607142857142858,Non-core,Republican
41003,33,140.97538695151206,0.014571776769204908,Small metro,Democrat
47085,42,35.77871029675543,0.06271721958925751,Non-core,Republican
47091,46,60.139381352771174,0.10101404056162247,Non-core,Republican
47097,38.3,53.272781234341984,0.10714711848228135,Non-core,Republican
47103,42.6,61.92599334865944,0.09564257198674934,Non-core,Republican
47109,43.5,45.956080462698395,0.0814969457975721,Non-core,Republican
47115,43.4,57.87606450311689,0.06699726046398724,Medium metro,Republican
47121,46,65.38033433015563,0.07720645869258505,Non-core,Republican
47127,45,49.99901632448566,0.11066398390342053,Micropolitan,Republican
47133,43,51.93026132497034,0.0996401759139976,Micropolitan,Republican
47139,45.6,40.367656259222535,0.06942544459644323,Small metro,Republican
47145,46.4,148.0329249339948,0.085012358624822107,Medium metro,Republican
47151,39.4,41.04823659022668,0.0937299771167048,Non-core,Republican
47157,35.6,1217.6441446277095,0.07359660293586191,Large central metro,Democrat
47163,45.1,382.5756252960461,0.0702186984313651,Medium metro,Republican
47171,46.5,96.35406423559067,0.08266398929049532,Small metro,Republican
47177,40,94.65105404578118,0.11022391521988621,Micropolitan,Republican
47183,38.6,56.693063580638025,0.09546532125706644,Micropolitan,Republican
47189,40.4,258.6940223141094,0.08682997488780739,Large fringe metro,Republican
49005,25.2,114.32169597708106,NA,Small metro,Republican
49011,31.1,1212.7110193233275,0.07063270826267856,Medium metro,Republican
49057,32.7,455.03360076566463,NA,Medium metro,Republican
50005,44.7,46.5825817340268,0.008368339231965071,Non-core,Democrat
50011,40.4,78.76395759082787,0.011292195571216914,Small metro,Democrat
50017,46.6,42.61395461770528,0.010895925128940807,Micropolitan,Democrat
50023,43.7,87.04991539650486,0.014814319394050864,Micropolitan,Democrat
51001,45.9,74.36508427711408,0.051776254751144765,Non-core,Republican
51007,45.1,37.32829558644833,0.02759140595552205,Large fringe metro,Republican
51013,34.7,9179.490222478456,0.03832083907761803,Large central metro,Democrat
51019,46.3,104.54388859888208,0.04009463642999169,Medium metro,Republican
06057,50.5,106.75011127324798,0.02741561604444401,Micropolitan,Democrat
06051,37.7,4.327667735008174,0.06767715043577112,Non-core,Democrat
06053,34.4,133.78196293583738,0.0678556379331944,Medium metro,Democrat
06055,41.3,184.45304687359496,0.043609937762192165,Small metro,Democrat
06059,38.1,4019.866136518998,0.05865505026845088,Large central metro,Democrat
06061,42,287.64574843397776,0.03673231391094014,Large fringe metro,Republican
06063,52.3,7.7514756583172755,0.0213744315310763,Non-core,Republican
06065,35.6,335.4399370215662,0.08358624340155943,Large central metro,Democrat
06067,36.2,1642.1200252704068,0.043239509039118516,Large central metro,Democrat
06069,35.7,46.23838038949739,0.06017847965238518,Large fringe metro,Democrat
06071,33.3,108.7137137555192,0.0976149288567298,Large fringe metro,Democrat
06073,35.8,783.4858915828183,0.04986912764495849,Large central metro,Democrat
06075,38.2,18633.528271562882,0.028249415022340713,Large central metro,Democrat
06077,34.3,559.6596453068828,0.06318264241889139,Medium metro,NA
